,sign,glyph
3824,BU,7fb8ed02-b6d7-4e1e-99c2-1c0b83e7bff7.png
2383,BI,3010e257-5274-4adf-8ded-11e1c26bfdfa.png
4829,KI,34f5b278-d7b5-4a38-9212-c7371445714d.png
1700,I,a5cea8c0-cf92-4270-ab7d-f4737ab924b3.png
5196,MEŠ,02b505d6-dfc6-4051-a5fb-8f7b6fc625c3.png
5161,MEŠ,1fb4441d-1f9f-4cef-87d6-d95b0ccc7d38.png
5906,ŠÁ,b186724c-21e7-4d5c-a11d-4e6b13a82704.png
5337,LU,4e60d8f5-1dd6-45ee-9bfd-35ee8074052c.png
76,BA,3b38d64e-eb5f-4d54-8d96-9e81162eb281.png
5750,A,879f7170-ac47-41a8-bdae-e7d87076c732.png
3493,MA,81c382f4-010c-4730-bd0b-2eb1418e0016.png
1094,RI,e232c20d-7d8a-475b-8e5c-c7f8ed70c9a1.png
5762,A,aaf0bce9-ce6d-48cc-8611-f32b37b98391.png
3154,LÚ,cf2b38d0-177a-41e3-b91a-fac8cb31187e.png
4958,DIN,86ba5b87-9809-492d-8ce7-932ceba84162.png
3283,ID,ff97abad-b5e9-4ef5-8c64-ec50ef642900.png
3703,KUR,974fe470-4cdb-4cdd-928e-cbd88ec565d8.png
4656,ŠI,cc3ced25-53cf-48f9-a8fe-e28e2ff3cba7.png
3145,LÚ,d81c5e47-8663-450f-bf44-8085d2239c83.png
4630,ŠI,1a16982f-5417-462b-bb51-1f6daa01c208.png
5879,ŠÁ,48fda30d-e225-45f9-84eb-53bc1b5776b4.png
5438,ŠÚ,154fef15-e5e7-4056-b9a8-ba38376ab748.png
3059,BIT,adc512b0-c938-49a6-9a29-198801ba421a.png
163,SU,c15d48b6-b79d-4867-8435-cf05dc5fe1de.png
140,SU,a3668009-1f97-43e3-b43e-8d356ba5bf20.png
4614,ŠI,BRM215_MLC2115obv_5.png
2998,KAL,52c982f0-8a1a-47ae-9d16-8a0765175613.png
5454,LA,5f144ea0-b3b4-4f56-a327-26bd1d74cbbc.png
5420,ŠÚ,f0d81dae-c597-4ef2-ac7e-749198a36ca6.png
6079,NU,8b4a893e-ef70-4803-93d1-d9a64757e5c6.png
4972,DIN,71ce64fa-e098-481e-be14-80213f92dec6.png
5469,LA,fe2b0df6-bd73-43c8-a802-7c77628b2ec9.png
3287,ID,23f5bbab-aace-48a2-aaef-df6f2a468563.png
3875,BU,e5a4efbd-99f5-4eb1-b116-74555620fac6.png
6381,NI,3cf59409-1b42-4f98-91ed-6b6ae467ea14.png
4236,HE,c644b18e-0588-4112-832f-1db695848b8d.png
6319,KU,567a97e7-7262-41fa-a922-b338dabb9be8.png
4643,ŠI,4475e371-b5d9-4bc2-a52e-60ccf785033d.png
4627,ŠI,e94c2541-a068-4279-bcb9-e6137cfd0446.png
26,BA,d8e3af9f-6b40-40fb-9bc4-599670823210.png
3191,LÚ,209a79c7-d73c-4ab2-83c7-0e790f10e05c.png
6314,KU,787ef70f-3fe2-45b2-9ebb-792277175f93.png
359,ITU,d231410f-563b-498f-9e8e-fec19ed40790.png
472,TU,ac949e1d-c01e-4647-b04f-a8bbf567aba3.png
1154,RI,BRM246_MLC2146obv_14.png
3172,LÚ,3f2c61f1-0eeb-4b7e-bfde-74604ac065e9.png
4052,UD,eb8e0082-3efe-4806-8b4e-01a46998d0fe.png
1187,GI,45c864dd-91db-4fbf-aa87-298a192a05b0.png
1739,I,fedab82d-08fe-4f45-841d-f9e33f049551.png
5215,MEŠ,f3fc4884-4eda-4b4a-8705-dbfcbca4775a.png
942,BAR,9f76c997-d459-4004-a174-279ff275172a.png
2962,KAL,30945e04-f760-43d0-9b5c-a59b9394b664.png
3090,RA,3889305b-cacf-45b1-b8ec-42e73fe7a41d.png
5303,LU,0e8fe891-a196-4631-b2db-18328bf5911f.png
3863,BU,72b97075-e0db-48d7-9a46-f2590d5f8551.png
133,SU,7ca4d1ff-0640-4865-80c9-7b351e5ebd07.png
4648,ŠI,1f763f0f-eb23-4013-8e8c-8855c0e8569b.png
2694,E,40c9e5f8-85e3-43fa-84a3-1d229d3dae8e.png
433,TU,4de2e4ae-fc1d-47d4-b0bd-76e6dcc08708.png
2973,KAL,dadf6aa1-4566-41e3-920b-d9bac4dabfc3.png
5758,A,6053053e-0f8f-48c8-8540-c8952459af2e.png
4725,DI,97e34508-ad72-4586-ba21-fc2c032aa4ad.png
6423,NI,948bf56d-a9f3-4ff0-b3cc-989c459d84d0.png
3048,BIT,3f5e2515-dcde-41f9-9158-46f387a1c9ab.png
4043,UD,9e15ad75-b6b5-428e-a222-ac702f13494d.png
3303,ID,c24eda63-ae7b-4278-87e4-161225b88210.png
585,MU,BRM213_MLC2113obv_22.png
3133,RA,adbdc5b9-79fb-4e1a-878a-da13b9d7d464.png
6410,NI,d7701a07-65bb-421b-9ab3-87c3395973f0.png
4242,HE,5e31b25f-c97c-43db-8dc6-30c69d67df25.png
3657,ŠU,b8712620-c472-4d3f-9fa2-4db4accdfdf3.png
4051,UD,03abb132-655c-4383-ba18-6ddc8280556c.png
682,RU,c20f9cff-eae2-4637-9cfa-0941816c80e3.png
5409,ŠÚ,9a23be48-d772-4b10-9a7d-b326f1b6bfc3.png
4238,HE,98ca6133-81e0-4737-a5dc-ce0b98d31a63.png
1224,GI,fc066ab4-8ca2-4467-bb41-b59dc15d815e.png
880,TI,36746dc4-574b-4399-9255-36d500664647.png
6397,NI,29662369-2f8b-463e-b156-a012f47eea31.png
3616,ŠU,65b0b664-ed7e-4e08-9637-0bf17fe2132a.png
6440,NI,0d7c9025-854b-4d0b-96c4-a2a208d1b7da.png
3117,RA,b1112ed7-ce7f-4ca0-b950-c73dfd7adb87.png
4637,ŠI,53ab18f1-51c9-4618-8727-32484e8ce5de.png
3748,KUR,10168897-c84a-4bfd-bb42-5fe32622116c.png
3704,KUR,6a61fdf2-3112-442c-96c3-b3e0dacfcecb.png
2985,KAL,ccc30934-988b-48a5-ab3f-c04d9235b14e.png
2841,Ú,70011e9b-ba9d-4eb8-9df2-eb536f8055a2.png
154,SU,d9a82f77-1083-4c33-9880-aa593c00a65d.png
6065,NU,9c6d8719-926c-46ea-8458-807152aaec73.png
1699,I,b762bb11-5750-42c0-90dd-fcf0b8801857.png
3836,BU,5f8029b8-0446-4ef0-8814-54dc580268c2.png
4640,ŠI,5c591235-4932-4d75-8abd-2f149f0fed20.png
4621,ŠI,bc023424-6277-488e-8bb7-7e3d1da9d141.png
876,TI,0a4bdb21-6369-44e0-b57e-0246a225b205.png
6084,NU,8a858e7e-1bf4-4f27-82dc-40d5add37862.png
3659,ŠU,d52f0d81-303b-414c-8856-2b02341e62d6.png
3377,DA,027c2505-820a-4558-9d69-e9caa6a42131.png
3102,RA,YOS2024_NCBT1938obvb_3.png
2178,DU,67a387d7-2b15-4504-8b90-d61b10b43a8c.png
706,RU,9cc2bdfc-3743-4e15-8828-baaaf3e62c87.png
2964,KAL,28470c13-1366-449a-802c-725c13267db1.png
4244,HE,54db0829-22cd-4ca5-8c79-458e5fe4cdac.png
5292,LU,33e2a539-0503-4395-abff-e89b5d3f6347.png
1192,GI,9a0c2fc9-ad67-4c4a-b92a-74342c46256d.png
3670,ŠU,a48f0c5c-1c30-4886-aeeb-1d9d026d0196.png
3791,ŠE,1132b1cf-2862-4915-b850-c2e7f84156f0.png
1185,GI,6d00c095-df33-4cfa-ac93-348d595b7da0.png
5404,ŠÚ,3aff08ce-543b-43a5-b595-b0ccc8f43dbd.png
3143,LÚ,889fd2b1-8ac6-4d18-8806-67b87012af7e.png
6087,NU,ada78d20-de65-4a78-86a5-a649a42dd133.png
2817,Ú,bc6afbe7-708d-40b8-99ad-b23931d3d1fa.png
1151,RI,BRM211_MLC2111obvc_6.png
5177,MEŠ,59176a95-0a06-4eaf-b1e0-ceac621da1a5.png
3673,ŠU,a3ff5fa7-0514-4105-9a95-1348dea65eb6.png
4957,DIN,3d90aa16-f7ff-4399-ba0e-f055dd29aa0f.png
3277,ID,df1a13b9-6c07-4a3b-b752-3455fa6804bb.png
5487,LA,bb855f70-3516-455b-845f-f27736cb3bc2.png
5456,LA,5ed9d997-e343-49fe-86da-50c9aabcc54e.png
3037,BIT,615fd45c-94ab-4302-bbe4-08f84511d6b3.png
3182,LÚ,ad8d965a-1cc1-459b-8d72-0c9bf99977c6.png
3754,KUR,cfc54632-7c85-4738-85af-c4a5aa682cdd.png
306,KA,abdd68f9-eb71-4df2-b748-ffab3b90c457.png
150,SU,1bbbae34-40d2-4bae-992d-743dfe807414.png
6343,KU,266ee904-016b-4312-9b1d-e050574db054.png
5740,A,af835f82-1885-4cec-b06f-fac1a2468c5b.png
3514,MA,f62984c3-0391-47f0-a66c-e82c6c80c0ab.png
864,TI,8c059235-1657-4153-b1d9-de6d43c61b5d.png
1143,RI,72741158-4435-494f-9ac5-1e3792105090.png
3502,MA,b11176b5-cc35-4ba7-8ec0-f3fb8028da8d.png
3741,KUR,YOS2010_MLC2654obv_11.png
4827,KI,079e4712-2037-40ae-997f-5038451d71d8.png
4887,KI,bc223f47-8ab2-4fba-a3ba-01274b11599b.png
628,MU,9993f898-5b5a-4a01-b2e1-86d6a59057c9.png
3065,BIT,44d63177-2b14-44d4-b20d-fcf9c9ce9d09.png
5441,ŠÚ,4d58271d-f4b8-4a0c-b93d-0164eaa909b9.png
2812,Ú,5eb2fd15-9d89-4a4b-83ef-5e9f76bc836a.png
3631,ŠU,2d6bc5cf-f42c-4784-8f13-efd4c4bcd61d.png
313,KA,6d2355a5-1c6f-46ed-80b1-ff741c87e20d.png
899,TI,d1eeee94-87b7-4c91-b3bf-3fce03f9d00a.png
3735,KUR,bf74e3d3-08bf-4bcf-a576-a64984c3025e.png
5243,MEŠ,620cea8d-59aa-47cb-999f-0ff88d825173.png
5733,A,757802c9-960a-4068-aacb-c937caf22687.png
2381,BI,45b1a470-9b67-4f15-b16c-4ad935b9cc8d.png
4864,KI,db3bb101-c90e-432c-b5f0-21d0d56f76fc.png
4986,DIN,85176365-9458-4fb7-8f0e-abef3ffd89cb.png
2836,Ú,c0447dab-c3d8-4184-9168-9dcaf02bc39f.png
3349,DA,e04598e1-5a06-4d4d-94c7-d35eac1acc53.png
281,KA,704f7385-8828-45fe-814d-e478d90504fa.png
5507,LA,a08b0e02-74ae-45f9-8e4a-db0bb405699a.png
4893,KI,1aec1f8e-9d0e-4f3a-a8d1-653880df3aaf.png
14,BA,bb0367df-b742-450b-b785-b89d3d4eba14.png
426,TU,4ab0c632-0f33-4e02-9f37-03393af1e4e2.png
4613,ŠI,BRM213_MLC2113obv_4.png
1654,TA,9e28f769-2689-4664-8a90-0771d34fc458.png
3342,DA,4f8742d4-4041-4ea1-b417-ff00c54bcfda.png
136,SU,5f230940-f981-4bae-ae21-759543de8a5e.png
3343,DA,d9850306-4b81-4ec1-a0fe-bdcfa878edcc.png
2188,DU,BRM215_MLC2115obv_11.png
4991,DIN,YOS2024_NCBT1938obva_9.png
5421,ŠÚ,c7c62016-10b7-4138-92d4-1f7cabcbe4cd.png
1196,GI,59d015fd-8f24-43f8-add4-959050669e36.png
48,BA,a85eb9b2-1529-4eea-b540-93320decbb90.png
273,KA,93832962-157f-4c03-a47f-3ae9c60fcee4.png
3034,BIT,27011382-8888-453f-9cb5-4b2177e222c2.png
950,BAR,b5f2f790-404a-4c87-b8bd-9dd345a0c992.png
2667,E,b4b4c867-0059-41ec-81d8-0f6f170ac646.png
56,BA,1d69ee6a-2d07-4a22-8134-6e6b34f77303.png
4631,ŠI,9582ef89-747a-486e-adef-a4ad953d0d42.png
2706,E,28c31968-7ac6-4558-81ac-5ee20a4660c1.png
5877,ŠÁ,286e68da-de85-47b6-84b0-b446a55615fa.png
3120,RA,4676183c-eb7b-4200-8730-5373e9e9b6a9.png
1714,I,69aab0f5-b8ce-435b-b1cf-bf12be51d357.png
5914,ŠÁ,1427c0ed-a699-4f86-888d-f8f9caf96c46.png
5928,ŠÁ,f833f552-6c3d-4722-b991-a7c001fe0619.png
1694,I,53d202ca-4e6e-4b38-8107-fdf3d28c3fef.png
4618,ŠI,e4dc2296-813c-4f58-b4c2-26c99d0f5e19.png
4607,ŠI,d4ae71ad-a05b-4e79-b86f-4f1afa80e9de.png
570,MU,68840d21-efa8-4900-9e49-a935dae2f925.png
4073,UD,ec40d6c2-1a4b-436b-a69d-a27bfe7a6f2a.png
2172,DU,b37aa28d-87f9-492a-8e44-deccde15c675.png
1754,I,4e725a18-f041-4d05-a83f-5a24b23d6449.png
5936,ŠÁ,086b3867-c016-4660-b5bd-6c6ae15d4adc.png
879,TI,c1b6b2b1-4127-4040-b2c4-ce9016c8cdf5.png
3273,ID,b5e72d58-1fa6-439b-9747-29955e2f08c2.png
4990,DIN,BRM215_MLC2115obv_15.png
389,ITU,a48738bf-98a6-46e3-8d1a-18ea770872a0.png
5181,MEŠ,e76a9d00-c76e-4a2d-8d23-030b5967d27b.png
600,MU,23680019-27dd-4ebc-93c0-92fb2de469f2.png
4068,UD,dd7519d9-603a-4f37-b50d-1de2859e00d8.png
947,BAR,dff15ca6-1556-44a9-961f-560e1742d900.png
2208,DU,2c82075e-e268-4734-9044-616f9722c3e8.png
2390,BI,de9dcac3-3d5c-4956-b696-9e2e4668b077.png
115,SU,5fd4ec25-9737-4ba2-a989-8ae09ef6782c.png
4747,DI,7f646e89-827d-4887-9fd2-b727a1934123.png
5231,MEŠ,c5bde7f2-d536-4a32-b324-f90a162ad4ee.png
2883,Ú,cfd86556-0389-4957-bd25-f4a0574232d0.png
2975,KAL,a8f82442-0371-4634-a87e-05ff10b5d93d.png
4202,HE,31393ceb-acce-4315-b388-ce84a75460b3.png
122,SU,5bcaa8df-2f81-48de-9bc5-6b9480790e1f.png
3874,BU,f2efd9ff-b134-44d3-b26c-7a3d18b24252.png
6344,KU,7b115c0f-91ba-47af-a725-46028b6a9634.png
2997,KAL,651495b5-b4ff-4916-97c8-4b23fc0880fd.png
946,BAR,3996d8cf-a0a9-42e2-b85b-f27a0169ab8e.png
3367,DA,07038354-d5d6-4a44-8dbc-47edf5973bf8.png
3485,MA,d9f30455-0cde-4776-9525-11c967b1d9d4.png
4902,KI,892ad54a-c042-44cc-81e7-400913495ea5.png
2873,Ú,3ee9c6eb-5617-4009-80c1-9db66106b19e.png
6073,NU,a0e5bbec-700f-4f76-a34e-2de3df80b30e.png
4974,DIN,83548bfd-0688-4582-a654-7381ac0deb67.png
2827,Ú,c26128e7-ed8a-4199-9695-f34a4abca3a4.png
294,KA,980bcbda-a632-42fc-8c9c-94a949f84ec6.png
3643,ŠU,4dc91e82-01dd-4a9d-b1ea-2b68fac1dec3.png
5232,MEŠ,ee12a783-abeb-463a-9e3b-66cc2f5d74e3.png
5221,MEŠ,b7ae1881-b312-4148-9fc9-f1323c41b5ce.png
933,BAR,700b2b5e-3eb2-4b43-b49a-9256f0c6f1ef.png
684,RU,4799a71b-0d63-4be5-91f8-bba60ba1ce88.png
1619,TA,a02140cb-c545-40ea-ac3c-78a8cebfa958.png
3299,ID,9b70e451-5023-4efd-bbd4-c3c3dd094c44.png
1134,RI,419cae88-f961-4845-a8b8-4f49ed18dfe7.png
3388,DA,a2246d56-21cc-4490-bafd-ab2d764b1773.png
663,RU,6c5e29ac-c4fd-44df-bb28-c5ec9af8746c.png
2196,DU,dc8039a7-54cd-4d0f-ada8-bcfed70cce28.png
2843,Ú,54fdd98f-08e9-42c8-84e8-4c8e79cc84b3.png
5309,LU,e7734fe0-70b5-4341-a48d-d16d9d3be9c3.png
3505,MA,1d4ff33c-e7bf-43e1-9f32-ea701b4c86fa.png
4591,ŠI,3a11b080-fe70-4986-b977-c7173189f755.png
853,TI,229e824c-6a5f-4eda-be6b-4f3471979ac9.png
2958,KAL,0507f9af-c4e9-4efe-810d-6d2aa13d687b.png
2861,Ú,e54d338b-b229-4dec-a598-91d5c7fa561e.png
1685,I,aa455803-d25d-40c6-b005-4e5364e0015a.png
2173,DU,6ad51301-48b0-4f2a-b6b4-861943b973c6.png
2814,Ú,19a34b79-0aff-4786-9c15-f1fed75e1d40.png
3053,BIT,BRM246_MLC2146rev_15.png
5180,MEŠ,936591c9-6bdc-4b18-939a-2aa6672f8380.png
145,SU,03bfcdc1-e450-45c5-8c07-4d8964dc5fdb.png
3088,RA,b135fac3-f2df-451d-aac6-8dc6eb67dcd8.png
1203,GI,d79ba7a6-89ee-40e6-82bc-21b3a7f0bde7.png
2709,E,ce4b2173-4364-49ee-b1af-74cc484e5cb0.png
3174,LÚ,3a801cc0-49bb-430e-9242-90007be7f062.png
3439,MA,8a309bf4-4f93-46b1-b046-c1f2fd91c3af.png
482,TU,f6cf06af-e0ff-49c3-94e0-5077239ed050.png
1195,GI,cf577bc4-b6c9-4b44-874c-a59a3190b42d.png
5327,LU,312f3c6e-b5ca-471f-969a-327aa5a496ab.png
3110,RA,84a10d34-da91-4c8b-9a1d-109ff3ecd70a.png
4020,UD,1e2ae68c-e3ad-4995-a752-87cde325daa5.png
1184,GI,ead20b3c-b578-4ba5-8ae7-618f7b248b14.png
6072,NU,24ad6aff-9c86-4178-9edc-fdd3e2ea025f.png
4743,DI,00e461b8-1f91-46d6-9307-f2d4a4ebe241.png
4932,KI,f1a196d9-16f9-4121-84e5-85b21904fa1e.png
2181,DU,3f68d645-0bcb-424c-b7d5-cee85799ab83.png
5423,ŠÚ,29f61936-f430-4bcd-813c-f84667bc8198.png
466,TU,5e7fe254-4392-4a7e-858c-e6883d33a130.png
3184,LÚ,aa091596-9f24-48e7-99a9-ecef361cdbc8.png
4812,KI,6ff85e25-7c7d-4131-adea-30d91fa2a32a.png
617,MU,76feaf78-b5a9-4ef5-8a9e-3584ae9eac4f.png
5531,LA,6a4de6d3-65f4-455a-b022-0a404e97a333.png
1219,GI,03ac82ae-a175-407d-a707-ebeb451b0822.png
4742,DI,1fff5f74-a84b-445d-b95d-3fd6f7c031ec.png
6106,NU,5faf3bc4-d59f-4433-bb8a-8e5f009975e3.png
481,TU,1dd3bf94-1054-4d8b-93f2-1aa47e90ef15.png
5482,LA,8b348dea-51c5-4db0-8ca4-4411b6e923d3.png
5718,A,3f8cda7e-1158-4fc1-9674-319c413a09ca.png
4926,KI,c46cbc7a-f065-4155-b35e-4b56cc7cb2f6.png
298,KA,0d8cba4c-58a2-445b-9f9e-17b9921c1487.png
1108,RI,ac24c9c5-fce5-4ccb-93f7-7d419b2d7585.png
393,ITU,26c7cbcd-f858-430e-93d7-7d224de48f74.png
2195,DU,983df155-6016-4627-ab0a-23b4c4ca1814.png
1146,RI,883757ef-326f-41b9-b099-18de126cd3e5.png
4729,DI,bf8f1f01-45ff-4081-b3b2-83b99a7040e8.png
4819,KI,dbaefdbd-ef87-4ae9-9a2b-fe512fb87937.png
3622,ŠU,5cbd356b-98e9-45db-99e9-16b47777636f.png
5143,MEŠ,83ce9e3e-a657-4c9f-bd72-94efeb7dd044.png
4740,DI,b5a98b7e-f8a5-4ba9-87b3-0f86621c1a95.png
1715,I,e12ba698-1b15-4a21-96fe-dd9309c1dcc0.png
4022,UD,b4923311-76ef-42fd-9a4a-dc8a86766fab.png
5174,MEŠ,019be5b2-044f-475d-82c9-20c4674b16b2.png
1202,GI,f9e572d3-2ec4-4fd9-afd3-7a238a0986ea.png
2185,DU,78d112cb-3f62-4199-85f8-ec5d4a41de45.png
872,TI,1340af00-9c85-41c7-931c-a4813357a674.png
4632,ŠI,e9b130bd-2e02-4649-bdba-c3809076e53d.png
3298,ID,5b37b190-9abb-475a-a22c-5feb14f22170.png
302,KA,4297031b-93d8-4bf4-ae8e-f05931bf100f.png
1100,RI,b0886496-c9ac-4507-8721-bc71398d7f13.png
4220,HE,266e7986-e55d-4754-a7e7-ffa637742542.png
3751,KUR,38102f9d-1f3d-412a-822b-169a41f8f2c6.png
3494,MA,f3bcf1fe-3870-4bf8-ab21-2df52c124062.png
4016,UD,ef7cc761-7b06-4631-b969-19cdccb2d31e.png
2992,KAL,58828588-0196-46a4-8d91-ea1a1de9d558.png
2664,E,0e98d329-0e18-4de9-819f-578268725550.png
4635,ŠI,b264b45f-e7d9-447d-8b2d-8fd672295cbb.png
1629,TA,f590948f-dc92-48fd-b5e6-dae7d6c56c77.png
3716,KUR,51b2810f-fba6-4e36-a88c-e592b0d7b730.png
609,MU,0378595f-3fa8-4b17-9d9f-66229d72f810.png
4027,UD,ac3c8fe0-67a5-493b-bbfc-c5d3da4ed853.png
1673,TA,bec4352b-3d1d-474f-b644-e078dbd70ffd.png
5313,LU,c8603e8d-ab8f-4899-9a52-9aee840438bc.png
2845,Ú,f1579a5d-dab3-4bea-b1d4-fe44ed4096e1.png
410,ITU,7502bf30-64ec-41dd-ac7f-8fbaa769ef96.png
2886,Ú,7381ec94-855a-4769-a157-3cd18f95cbaa.png
557,MU,0c8f7466-56bf-49e8-8659-8c00c186bf4f.png
6444,NI,fbfff01d-4971-421a-a2dc-9f8cd6c97c5a.png
11,BA,20d7a7d9-7460-405f-98cb-fb9a381c0f44.png
3443,MA,f092b925-31df-4f40-a210-358bd10074c1.png
1755,I,9016f7a5-a71a-48ec-acbb-9c2aeec4420b.png
3660,ŠU,679d0fa3-478d-4a2e-8e5b-36be0998a581.png
1648,TA,02a3f010-f362-4310-93b6-73e1ffad488d.png
1631,TA,c9c3d427-e6ce-448e-b1f7-b066d2d4b6e3.png
1708,I,1612ef8c-df5a-43d2-8031-e0555c81c1de.png
372,ITU,b7220442-b2d9-4632-a6e0-cff496d0e7c8.png
4767,DI,c62571cb-3c5e-495d-ab13-1429d9ab7d8b.png
4816,KI,ff6a06cb-5ef4-4296-bd24-f3f8e1ef4e63.png
2651,E,89812b23-ad80-4e32-b011-c9ce0662784b.png
564,MU,e93eb180-874a-4e65-8d2e-ade232ba4eb4.png
2697,E,967c0c8f-1691-45a7-ac57-11733338e6f4.png
2650,E,9b0e0c24-f4c6-43a6-bd4b-e0997e9fee25.png
5505,LA,9e6f5838-67a2-4f11-ac84-0f131da1cc53.png
5706,A,7201b6b6-3796-4c9b-bef2-90a269ec5ad5.png
5435,ŠÚ,af9a2649-727f-4cd2-a207-dfced52a2a04.png
3176,LÚ,706a4120-9bed-4d2c-88e6-144c8fc15e72.png
67,BA,d1a0e9b4-d8dc-41a5-949d-1e855d5fb99e.png
3683,ŠU,fc1f0230-2f5a-411e-81ce-fc4477d35b49.png
435,TU,20540a26-29ba-4149-82c3-d20e717f5154.png
47,BA,f7c03317-f948-4a21-9c71-edcdefb22bd7.png
4817,KI,98423bfc-9cc7-4c01-9b65-6cd69ba55836.png
2711,E,2640f8dc-59e6-4bd1-858c-63ed703f137d.png
906,TI,5184941e-2d93-4fe7-9444-559a6ec6fe30.png
3072,BIT,54fa7263-6fe2-4e7b-bf16-72dd7c837581.png
3397,DA,5d65c710-b02a-4fd9-9b7a-95ba40812e47.png
6435,NI,4d236e89-b106-44d1-867a-7438dafda073.png
378,ITU,b0f9bd52-7706-4f43-a35d-c62df39a8b2a.png
4219,HE,a37641fa-e177-4354-977a-ec8d75e54782.png
3291,ID,01f6f566-9c47-45f8-95da-5066cf161506.png
6097,NU,511c2fb3-839b-4164-ba64-3ab7795f1f1a.png
351,ITU,c6b903fe-8487-4337-b7b1-f01aaecab2c5.png
948,BAR,5e12de76-5146-4a33-ad51-b17d37e877ed.png
3771,ŠE,4c73c8b2-e966-4143-a9ce-85995f5987f9.png
370,ITU,4e78219e-8197-4ba1-a1ba-3ab6058ee87b.png
680,RU,48e7756b-91f1-4d18-aadd-43b37ded8c02.png
598,MU,514ba464-7718-42b6-b3a3-d0c1e3782261.png
3019,BIT,7fb00309-72e1-437a-948d-86a58888d997.png
3850,BU,fdf4d171-3853-4b2d-8f1a-9e0dd75472bd.png
4881,KI,0cb03594-2deb-4e43-99bf-2620abb51e08.png
2696,E,dd6fbce0-5f7a-4e2f-90f5-c729ffe79ee5.png
5926,ŠÁ,8c0cb5a4-85b9-44fd-acbc-7e71371ca680.png
2199,DU,115effe5-a436-4fc5-aa32-011e37dff725.png
3739,KUR,c8122cd6-ad10-4b28-9d46-b2940ac75d84.png
4066,UD,6563a267-4fea-490b-814d-9ed12dc947f8.png
4751,DI,126d5116-68c6-4785-9e17-61ad70f91b2e.png
5182,MEŠ,2bf9d867-5b2e-4163-ad7d-8f0884a463f3.png
3020,BIT,27ffd088-3db9-46d2-be3c-01ca338f4195.png
3441,MA,d4581fce-1bc5-4612-8564-adcde230e467.png
3365,DA,ead84a02-6fab-4c56-b87f-a8dee4aec3d2.png
4885,KI,BRM213_MLC2113obv_0.png
2895,Ú,BRM213_MLC2113obv_19.png
1193,GI,4ccf6e62-e988-4021-9919-607b44a9ec6d.png
700,RU,436216a5-e530-4f2b-808c-e6f6b23840ff.png
2353,BI,e034140e-0b4f-4e6e-b2f9-48d6dad65056.png
2822,Ú,94da7137-c47e-4744-9c78-94a20006f945.png
390,ITU,1a85076b-7f44-40d9-afe9-acbe55b2acff.png
1668,TA,08349e1a-4132-4969-ae0c-c22e8e308f58.png
4067,UD,e9aa1a6a-c8c7-416c-8781-6235edf071d7.png
5190,MEŠ,28985041-c695-4d29-ada3-ec8fc8ed7806.png
1198,GI,054cea6d-2754-41da-9ab3-62e9d8606dd6.png
3148,LÚ,48f640cc-77eb-4da0-906b-18c87ef494d7.png
3762,ŠE,13f02f77-3ddf-48e6-8e2f-adbd246ad333.png
458,TU,5f175050-ca38-48d4-8f31-9b023f76e7b4.png
4596,ŠI,34545d99-6773-4cbe-9045-0b79095164e5.png
3024,BIT,560f8887-8967-48fa-bcc6-c65177f709b4.png
2990,KAL,ec84aa74-c153-4c5b-b83a-cbc36c2a36e3.png
3047,BIT,f514c54a-58c5-4d7d-b4ca-44d400d8d978.png
5202,MEŠ,b7b9efa6-93dd-4e80-9b8d-362352baf593.png
2881,Ú,a24a6eaa-00b8-42ae-8918-a3708b5b09f5.png
5713,A,03ba88dd-819f-4751-b667-d520b0fac30d.png
5244,MEŠ,75e2c56a-b122-49ca-9bf7-9f6fa7124a3a.png
2857,Ú,55492e2c-4a7f-4ebb-abfe-bdac21f88e61.png
5197,MEŠ,707c9143-88ea-4b4a-9bd0-08b647c49f3b.png
2834,Ú,81a0a9fb-78e3-4c58-a1c7-e561b2bd6985.png
1103,RI,4af7051f-a0e9-4003-b18e-2210d3b99e34.png
4803,KI,7f165401-c384-46e6-9a3d-ecef6f903e65.png
3844,BU,25eac483-2d54-44bb-a9e0-0602ce105271.png
2385,BI,7134280c-4769-4769-b5ec-31899df4ae0d.png
4056,UD,YOS2024_NCBT1938obvc_4.png
4650,ŠI,2b3e93d3-922c-4470-80b3-83abc11f5d28.png
2905,Ú,07bfbea2-1f2e-4c70-a43a-97c44426e874.png
387,ITU,478c459a-e2c7-4518-9a5b-430a94cd47de.png
3316,ID,98ca13d2-d3d3-45bf-8545-2d1372c9c0cf.png
1640,TA,a42a2005-8e69-48dd-be21-ae7ff24d46db.png
2685,E,a6d13119-fcba-49af-81f3-55f1e1508858.png
5191,MEŠ,5488353e-a83a-4bef-91e0-3db47381dcd4.png
402,ITU,8d59fe13-628b-4412-8c2d-e9aa92d4fdaa.png
685,RU,f646f161-3493-435c-8928-ae5f78456426.png
3448,MA,BRM211_MLC2111obvc_4.png
5326,LU,4a60895b-ee96-4ab7-b6ab-cd57ae0d1b6f.png
2656,E,cce4d085-e44d-4258-bf7b-ab843f11fc75.png
2359,BI,7b6f1d14-8bdb-46f1-a2bd-52eb6f9f061c.png
4894,KI,44356250-656d-48d5-a052-d703cc28f342.png
1751,I,3c52e7d2-a6fe-42bc-aa89-3a403256d224.png
59,BA,c6c02227-cb31-4e33-875f-dbf70c3a32b1.png
3279,ID,6774d37b-9ddd-489b-919a-1fba67adc106.png
