identifier,tablet,sign,reading,context,note,image
f48cefc7-7ded-4d91-94b1-2b4756821d78,BCHP 17,GI,GI,KÙ.GI,,f48cefc7-7ded-4d91-94b1-2b4756821d78.png
f6d0156d-6762-4787-8661-62a46e7d2005,BCHP 17,UL,ul,ul,,f6d0156d-6762-4787-8661-62a46e7d2005.png
655c0051-567b-4e22-a81e-e67353f13061,BCHP 17,ŠI,IGI,IGI-ú,,655c0051-567b-4e22-a81e-e67353f13061.png
b6704624-68b7-4a04-ab60-41015b1bb0d9,BCHP 17,TUR,DUMU,LÚ.DUMU.MEŠ,,b6704624-68b7-4a04-ab60-41015b1bb0d9.png
5f144ea0-b3b4-4f56-a327-26bd1d74cbbc,BCHP 17,LA,la,qa-la-at,,5f144ea0-b3b4-4f56-a327-26bd1d74cbbc.png
c44eaefc-d1a2-42d4-b34a-32a9db05fca0,BCHP 17,QA,qa,qa-la-at,,c44eaefc-d1a2-42d4-b34a-32a9db05fca0.png
765f4e43-5e81-4263-927d-273c5cf5597b,BCHP 17,AD,at,qa-la-at,,765f4e43-5e81-4263-927d-273c5cf5597b.png
0d4b4abc-e88b-4a9f-b7fe-755450cc2049,BCHP 17,TE,te,É ṣib-te-e-[ti],,0d4b4abc-e88b-4a9f-b7fe-755450cc2049.png
8fc5273f-828d-4acc-9f11-6c26263f3693,YOS 21 203,BÀD,BÀD,URU.BÀD Ú-gu-mu,GN,8fc5273f-828d-4acc-9f11-6c26263f3693.png
59846c0c-39fe-46b1-8421-10288e53c093,YOS 21 204,ŠEŠ,ŠEŠ,I.ŠEŠ-'u-ú-tu,PN,59846c0c-39fe-46b1-8421-10288e53c093.png
be41cefe-5687-40e8-8de0-ed4fa0618149,YOS 21 204,UN,un,I.hu-un-zu-ú,PN,be41cefe-5687-40e8-8de0-ed4fa0618149.png
2f8c932d-f63a-43c3-9ea7-5ba1c65353f2,YOS 21 204,ZU,zu,I.hu-un-zu-ú,PN,2f8c932d-f63a-43c3-9ea7-5ba1c65353f2.png
e20a0255-856f-4345-acf1-d97c35ee3693,BCHP 14,MU,MU,MU 1 ME 49.KAM,,e20a0255-856f-4345-acf1-d97c35ee3693.png
f9116587-2ad6-46c1-8e71-a8723a33911b,BCHP 14,ME,ME,MU 1 ME 49.KAM,first two wedges of the numeral '40' visible,f9116587-2ad6-46c1-8e71-a8723a33911b.png
26a6bf17-6358-4cd4-972b-ed2ff854e714,BCHP 14,KAM,KAM,MU 1 ME 49.KAM,,26a6bf17-6358-4cd4-972b-ed2ff854e714.png
522391ac-2d93-4d46-bd30-e1192d054202,BCHP 14,ŠÁ,šá,šá,,522391ac-2d93-4d46-bd30-e1192d054202.png
dc452eed-ca53-4eb2-b5d9-250505733163,BCHP 14,ŠI,IGI,ina IGI-ma,,dc452eed-ca53-4eb2-b5d9-250505733163.png
2b517a93-1901-4aa3-b861-0af413680b0f,BCHP 14,MA,ma,ina IGI-ma,,2b517a93-1901-4aa3-b861-0af413680b0f.png
0ec76af7-1418-4148-86b5-34bd18cbbb69,BCHP 14,BI,bi,ina qí-bi,,0ec76af7-1418-4148-86b5-34bd18cbbb69.png
65123933-5102-4227-804d-0da7e0aa2c92,BCHP 14,LUGAL,LUGAL,LUGAL,,65123933-5102-4227-804d-0da7e0aa2c92.png
ab40937c-759e-427e-b74f-808eb7b752d5,BCHP 14,NI,Ì,Ì.GIŠ,,ab40937c-759e-427e-b74f-808eb7b752d5.png
618b4ba3-ae76-4c1b-9bae-346869c9bc19,BCHP 14,MEŠ,MEŠ,ŠÉŠ.MEŠ,,618b4ba3-ae76-4c1b-9bae-346869c9bc19.png
7da385cf-425f-4174-92ea-7c0c9fa31309,BCHP 14,Ú,ú,lìb-bu-ú,,7da385cf-425f-4174-92ea-7c0c9fa31309.png
ccc9bc0a-7146-4976-8cb0-7a071a80a838,BCHP 14,BU,bu,lìb-bu-ú,,ccc9bc0a-7146-4976-8cb0-7a071a80a838.png
1cf4545a-5c91-4a17-afef-357bde5f4779,BCHP 14,SI,se,se,GN,1cf4545a-5c91-4a17-afef-357bde5f4779.png
78049c29-f7e6-4fd5-ad94-63abf01d21e3,BCHP 14,LU,lu,URU Se-lu-ke-'a-a-a,GN,78049c29-f7e6-4fd5-ad94-63abf01d21e3.png
36ed39c3-9fe8-486f-b568-df4f55ee8b79,BCHP 14,KI,ke,URU Se-lu-ke-'a-a-a,GN,36ed39c3-9fe8-486f-b568-df4f55ee8b79.png
031d6c5e-37c6-409c-a5c2-3b2f0c4e3108,BCHP 14,URU,URU,URU LUGAL-ú-[tu],,031d6c5e-37c6-409c-a5c2-3b2f0c4e3108.png
686d3474-882c-49f4-9d2f-cce8fd61afd4,BCHP 14,HE,hi,ina muh-hi,,686d3474-882c-49f4-9d2f-cce8fd61afd4.png
447a105d-f62e-4d0e-9398-368ae04c431d,BCHP 14,MUH,muh,ina muh-hi,,447a105d-f62e-4d0e-9398-368ae04c431d.png
9dfbf1c7-5d23-4437-b696-b9b570d455d2,BCHP 14,DU,kin7,LÚ.šá-kin7,,9dfbf1c7-5d23-4437-b696-b9b570d455d2.png
eb844c8b-585c-4432-b75f-6b73ab569d20,BCHP 14,KUR,KUR,KUR,,eb844c8b-585c-4432-b75f-6b73ab569d20.png
0b18a460-329a-4207-ae2c-23921bfea9aa,BCHP 14,E,E,E.KI,GN,0b18a460-329a-4207-ae2c-23921bfea9aa.png
f2c947e3-01d9-42fa-9969-bf8253263449,BCHP 14,UN,UN,LÚ.UN.MEŠ,,f2c947e3-01d9-42fa-9969-bf8253263449.png
d9eea7f3-3e07-47ee-9d82-abbf022a3af0,BCHP 14,ÁŠ,áš,áš-šú,,d9eea7f3-3e07-47ee-9d82-abbf022a3af0.png
4748d90d-f9ed-46a3-b1e8-0f950ae92534,BCHP 14,ŠÌR,šú,áš-šú,,4748d90d-f9ed-46a3-b1e8-0f950ae92534.png
edbd65b8-d7df-4040-9c05-71cdd1f8143a,BCHP 14,NE,NE,LÚ.NE,,edbd65b8-d7df-4040-9c05-71cdd1f8143a.png
ac949e1d-c01e-4647-b04f-a8bbf567aba3,BCHP 14,TU,KU4,KU4.MEŠ,,ac949e1d-c01e-4647-b04f-a8bbf567aba3.png
06a5ae42-8839-4fd7-a623-30eab4adec77,BCHP 14,TA,TA,TA,,06a5ae42-8839-4fd7-a623-30eab4adec77.png
36c63652-eb71-41c1-b586-7514b6142802,YOS 21 206,ZAG,ZAG,ZAG.A.ŠÀ,,36c63652-eb71-41c1-b586-7514b6142802.png
702d3328-e784-4765-b173-bf27719638a0,YOS 21 206,GA,GA,NÍG.GA,,702d3328-e784-4765-b173-bf27719638a0.png
983009f9-bf96-413c-8bc7-758249508992,YOS 21 206,DU6,DU6,ITI.DU6,,983009f9-bf96-413c-8bc7-758249508992.png
9007bda5-731b-4e52-875c-2aacb1cb9f9f,YOS 21 206,KA,ZÚ,ZÚ.LUM.MA,,9007bda5-731b-4e52-875c-2aacb1cb9f9f.png
8acdfba6-b2e6-4969-b295-8fd2e7f9c080,YOS 21 206,Ù,ù,ù,,8acdfba6-b2e6-4969-b295-8fd2e7f9c080.png
97311b23-2aad-4c2f-81ce-0b3f0018853f,YOS 21 206,DIR,ṭer,e-ṭer,,97311b23-2aad-4c2f-81ce-0b3f0018853f.png
9c3ba815-601c-4233-b09b-95585cf58f27,YOS 21 206,HU,hu,I.hu-un-zu-ú,PN,9c3ba815-601c-4233-b09b-95585cf58f27.png
88182678-95ff-479a-afa3-12666b057440,YOS 21 206,UN,un,I.hu-un-zu-ú,,88182678-95ff-479a-afa3-12666b057440.png
3a911499-37fa-4fc9-9d40-ea39a6c1f653,BM 42356+,KAL,tan,I.d.EN.ŠEŠ-it-tan-nu,PN,3a911499-37fa-4fc9-9d40-ea39a6c1f653.png
c27efaf4-298b-44fb-ba25-36da201f16e3,BM 42356+,ID,it,I.d.EN.ŠEŠ-it-tan-nu,PN,c27efaf4-298b-44fb-ba25-36da201f16e3.png
21d7ed74-acf8-416a-ab2f-ce01893afa0e,BM 42356+,NU,nu,I.d.EN.ŠEŠ-it-tan-nu,PN,21d7ed74-acf8-416a-ab2f-ce01893afa0e.png
20f7d6fb-74cb-4947-a20e-586c05fa72ce,BM 42356+,TUR,DUMU,DUMU,,20f7d6fb-74cb-4947-a20e-586c05fa72ce.png
e8121303-7aa8-4b46-9ec7-7f57fe6a355d,BM 42356+,UD,UD,UD.KIB.NUN.KI,GN,e8121303-7aa8-4b46-9ec7-7f57fe6a355d.png
c34abbc4-7b89-4b23-b7f7-d11df99c59ed,BM 42356+,DA,da,I.da-ri-'a-muš,PN,c34abbc4-7b89-4b23-b7f7-d11df99c59ed.png
c06460a3-d80e-420f-bb67-124156d2a8a7,BM 42356+,RI,ri,I.da-ri-'a-muš,PN,c06460a3-d80e-420f-bb67-124156d2a8a7.png
59939fb3-c493-4182-a13a-fbfa47477a42,BM 42356+,SI,si,I.si-lim-d.EN,PN,59939fb3-c493-4182-a13a-fbfa47477a42.png
69e6b4eb-9840-41b4-b99e-76ee8f7a91e6,BM 42356+,MAN,man,I.d.AMAR.UTU-re-man.an-ni,PN,69e6b4eb-9840-41b4-b99e-76ee8f7a91e6.png
bdb96985-b238-4e7a-9164-b2ca52e04283,BCHP 11,KIB,KIB,[UD].KIB.NUN.KI,,bdb96985-b238-4e7a-9164-b2ca52e04283.png
101e02f4-215a-41b8-9013-f5e474555797,BCHP 11,KI,KI,[UD.].KIB.NUN.KI,,101e02f4-215a-41b8-9013-f5e474555797.png
10ef236b-6789-4385-a655-0bc71cab48ad,BCHP 11,ŠI,IGI,la-IGI,,10ef236b-6789-4385-a655-0bc71cab48ad.png
be32d5b6-cec4-4e0a-818f-657a519738e5,BCHP 11,LA,la,la-IGI,,be32d5b6-cec4-4e0a-818f-657a519738e5.png
0d9de7e8-f1af-4eea-ae2d-4bf00ac3618c,BCHP 11,IL,il,i-di-il,,0d9de7e8-f1af-4eea-ae2d-4bf00ac3618c.png
da659fbd-dc4a-466a-93c7-a85d3138408f,BCHP 11,DI,di,i-di-il,,da659fbd-dc4a-466a-93c7-a85d3138408f.png
51b2810f-fba6-4e36-a88c-e592b0d7b730,BCHP 11,KUR,KUR,KUR-ma,,51b2810f-fba6-4e36-a88c-e592b0d7b730.png
63f0162b-b969-4f72-990d-14dfd5f79df7,BCHP 11,DIR,dir,a-dir,,63f0162b-b969-4f72-990d-14dfd5f79df7.png
9f09dc63-4166-4ac3-9a2c-6678dec5314e,BCHP 11,MEŠ,MEŠ,DINGIR.MEŠ,,9f09dc63-4166-4ac3-9a2c-6678dec5314e.png
5ebf23e9-b318-4031-bcf9-e4b2148d7bf5,BCHP 11,NA,na,[kal-b]a-na-tu4,,5ebf23e9-b318-4031-bcf9-e4b2148d7bf5.png
4e5d2c60-7e54-4ca4-a934-dbd7e0612a66,BCHP 11,MAH,MAH,MAH-tu4,,4e5d2c60-7e54-4ca4-a934-dbd7e0612a66.png
1f513ff7-e678-4917-909f-9de4460c7379,BCHP 11,URU,URU,URU.Se-lu-ke-'a-a,,1f513ff7-e678-4917-909f-9de4460c7379.png
dcedbf75-62f6-4566-b494-c248640fb6c7,BCHP 11,TUM,tu4,[kal-b]a-na-tu4,,dcedbf75-62f6-4566-b494-c248640fb6c7.png
0453c9da-4d99-4bb8-959b-900aae7c6b5c,BCHP 11,Ú,ú,LUGAL-ú-tú,,0453c9da-4d99-4bb8-959b-900aae7c6b5c.png
08b4f52d-2019-49f1-ba77-a374a986ebc9,BCHP 11,HE,hi,ina muh-hi,,08b4f52d-2019-49f1-ba77-a374a986ebc9.png
74ca0e4c-23bf-45b1-9097-ce6167542128,BCHP 11,NUN,NUN,[UD.KIB].NUN.KI,,74ca0e4c-23bf-45b1-9097-ce6167542128.png
b7805cf5-daf5-4705-9ce5-7d1acba02ea4,BCHP 11,E,E,E.KI,,b7805cf5-daf5-4705-9ce5-7d1acba02ea4.png
297a6cee-a2b2-4cb4-a3fd-c594105ac9be,BCHP 11,NE,NE,LÚ.NE,,297a6cee-a2b2-4cb4-a3fd-c594105ac9be.png
90f07c41-11c4-41ba-a659-dff2651571da,BCHP 11,GAL,GAL,LÚ.GAL bir-tu4,,90f07c41-11c4-41ba-a659-dff2651571da.png
cca48571-d072-4eb2-884d-e50cba7da06c,BCHP 11,BIR,bir,LÚ.GAL bir-tu4,,cca48571-d072-4eb2-884d-e50cba7da06c.png
02bd69c2-4d6f-4a82-bf25-23bbbb5bb9f2,BCHP 11,NI,NI,NI,,02bd69c2-4d6f-4a82-bf25-23bbbb5bb9f2.png
e61ea4f2-da58-4b65-8019-07b44c9edfa1,BCHP 11,A',u',DÙ-uš-u',,e61ea4f2-da58-4b65-8019-07b44c9edfa1.png
5ca0234c-7402-4475-8279-b11437b2df12,BCHP 11,HU,hu,ip-la-hu-ma,,5ca0234c-7402-4475-8279-b11437b2df12.png
9022035d-3a6f-4171-8a38-72256ccfc66c,BCHP 11,TA,TA,TA,,9022035d-3a6f-4171-8a38-72256ccfc66c.png
c3f5f925-f85c-4820-b5f8-bb85296b830f,BCHP 11,BIT,É,É.GAL,,c3f5f925-f85c-4820-b5f8-bb85296b830f.png
1523bdd0-35be-4ea4-8310-83cb26d3c8da,BCHP 11,TU,KU4,KU4.MEŠ,,1523bdd0-35be-4ea4-8310-83cb26d3c8da.png
1d55c278-e3ce-4220-9634-de7108315eb2,BCHP 11,I,i,KUR Ha-ni-i,,1d55c278-e3ce-4220-9634-de7108315eb2.png
fc6e58bf-74e0-4bbc-b2a1-324ca11908f3,BCHP 11,HA,ha,ha,,fc6e58bf-74e0-4bbc-b2a1-324ca11908f3.png
0489946f-8e1f-431c-a569-de7b154d1aa8,BCHP 11,KU,TUKUL,GIŠ.TUKUL,,0489946f-8e1f-431c-a569-de7b154d1aa8.png
0a78159e-919f-4e4c-811d-2eeaeffd964e,BCHP 11,MAH,mah,mah-su-u',,0a78159e-919f-4e4c-811d-2eeaeffd964e.png
c619014c-370a-435d-ba89-7af2d707b056,BCHP 11,LUH,luh,KUR Me-luh-ha,,c619014c-370a-435d-ba89-7af2d707b056.png
155189a5-6c66-4958-8223-f5bec3196937,BCHP 11,LI,li,il-li-ku,,155189a5-6c66-4958-8223-f5bec3196937.png
7d9578d8-6c7a-4027-83a6-7f1b53961306,BCHP 11,ŠU,šu,lab-šu-u',,7d9578d8-6c7a-4027-83a6-7f1b53961306.png
a9d5f6e8-8648-48d7-b772-41b605f6f208,BCHP 11,SI,se,se,,a9d5f6e8-8648-48d7-b772-41b605f6f208.png
df42fca3-4aab-49bc-81d9-1a96209afbe8,BCHP 11,LU,lu,URU Se-lu-ke-'a-a,,df42fca3-4aab-49bc-81d9-1a96209afbe8.png
5956fc54-9504-4920-860b-f25b5bd116fe,BCHP 11,GAD,kat,sik-kat,,5956fc54-9504-4920-860b-f25b5bd116fe.png
69ba48c9-93f5-49d0-b554-688fadecde33,BCHP 11,GAG,kak,kak-ku,,69ba48c9-93f5-49d0-b554-688fadecde33.png
d36743f0-db02-4f98-b7c4-801c921d0845,BCHP 11,DI,di,di-ku-u',,d36743f0-db02-4f98-b7c4-801c921d0845.png
0c8178b4-0eed-4df9-8934-47ef17a30ee5,BCHP 11,KU,ku,kak-ku,,0c8178b4-0eed-4df9-8934-47ef17a30ee5.png
40164d4a-e433-442a-afc5-f3827bc94e6a,BCHP 11,KAL,KAM,UD x.KAM,,40164d4a-e433-442a-afc5-f3827bc94e6a.png
130682e6-6aea-4145-9525-3fffda9691f3,BCHP 11,BAR,BAR,AN.BAR,,130682e6-6aea-4145-9525-3fffda9691f3.png
0e52bafd-1b1d-436c-881b-b6569ed172d8,BCHP 11,TAR,SÍLA,ina SÍLA.MEŠ,,0e52bafd-1b1d-436c-881b-b6569ed172d8.png
ac73d968-b94f-4066-ae2b-f220bac16f08,BCHP 11,AN,AN,AN.BAR,,ac73d968-b94f-4066-ae2b-f220bac16f08.png
a15b82f7-32d2-450f-bdb8-2e988bb86cae,BCHP 11,HU,hu,muh-hu-su-u',,a15b82f7-32d2-450f-bdb8-2e988bb86cae.png
d888db1b-502e-4833-9d2a-712e52483cce,BCHP 11,A',u',muh-hu-su-u',,d888db1b-502e-4833-9d2a-712e52483cce.png
d9a82f77-1083-4c33-9880-aa593c00a65d,BCHP 11,SU,su,ŠU.II-su,,d9a82f77-1083-4c33-9880-aa593c00a65d.png
ee3476ce-1206-4bdf-8ac9-04043f261567,BCHP 11,NU,NU,NU,,ee3476ce-1206-4bdf-8ac9-04043f261567.png
d778fa95-48d1-41b9-9efe-0482d5e12b92,BCHP 11,KAL,kal,i-ta-kal,,d778fa95-48d1-41b9-9efe-0482d5e12b92.png
5c479c34-65bb-449e-8394-450b56737533,BCHP 11,TU,tu,ú-nu-tu,,5c479c34-65bb-449e-8394-450b56737533.png
53173d48-a70a-4ddd-bdd0-3778261ec8c7,BCHP 11,I,i,i-ta-kal,,53173d48-a70a-4ddd-bdd0-3778261ec8c7.png
af80b551-9913-4d41-8e62-54253425fd9c,BCHP 11,SUM,SUM,SUM-(u'),,af80b551-9913-4d41-8e62-54253425fd9c.png
96034415-c3c0-4eeb-8a3f-2bdd36d945e7,YOS 21 209,GI,gi,I.gi-mil-lu,PN,96034415-c3c0-4eeb-8a3f-2bdd36d945e7.png
b37aa28d-87f9-492a-8e44-deccde15c675,YOS 21 209,DU,mil,I.gi-mil-lu,PN,b37aa28d-87f9-492a-8e44-deccde15c675.png
f223d36e-94e5-4a1c-9405-b108b83573ae,YOS 21 209,LU,lu,I.gi-mil-lu,PN,f223d36e-94e5-4a1c-9405-b108b83573ae.png
0e1244da-5cb2-4f0e-beed-0a73cf434401,YOS 21 209,MÙŠ,INNIN,I.ÌR-d.INNIN.NA,PN,0e1244da-5cb2-4f0e-beed-0a73cf434401.png
4b61e428-39c8-4169-bcd0-6cd68b213f45,YOS 21 209,NA,NA,I.ÌR-d.INNIN.NA,PN,4b61e428-39c8-4169-bcd0-6cd68b213f45.png
70086244-3589-41ce-9d8d-cab50de9cf33,YOS 21 209,LA,la,I.la-ba-ši,PN,70086244-3589-41ce-9d8d-cab50de9cf33.png
d8e3af9f-6b40-40fb-9bc4-599670823210,YOS 21 209,BA,ba,I.la-ba-ši,PN,d8e3af9f-6b40-40fb-9bc4-599670823210.png
d376abc5-7639-4e91-8028-ea1676dd3d21,YOS 21 209,ŠI,ši,I.la-ba-ši,PN,d376abc5-7639-4e91-8028-ea1676dd3d21.png
4fa2c1f5-8377-4d69-98bf-f28f1ed1ff5a,YOS 21 209,NUN,ṣil,I.ṣil-la-a,PN,4fa2c1f5-8377-4d69-98bf-f28f1ed1ff5a.png
bdea5ecd-cd5e-4b86-b291-2fda3f2f91e5,YOS 21 209,KAB,kap,URU.kap-ri šá LÚ.NA.GADA.MEŠ,GN,bdea5ecd-cd5e-4b86-b291-2fda3f2f91e5.png
04c7dd40-454e-499a-b174-0e113c4b8d00,YOS 21 209,GAD,GADA,URU.kap-ri šá LÚ.NA.GADA.MEŠ,ON,04c7dd40-454e-499a-b174-0e113c4b8d00.png
b00cfabe-421e-4603-92a9-67661bcb81b5,NCBT 0085,TU,TU,TU.KUR4.MUŠEN.MEŠ,,b00cfabe-421e-4603-92a9-67661bcb81b5.png
c283c75c-b2d8-4b01-ada4-e97239b5558e,NCBT 0085,HU,MUŠEN,TU.KUR4.MUŠEN.MEŠ,,c283c75c-b2d8-4b01-ada4-e97239b5558e.png
ff7574d4-60ea-413e-88fd-66ff800198fc,NCBT 0085,KUR,nad,nad,PN,ff7574d4-60ea-413e-88fd-66ff800198fc.png
e22c6b6f-18cc-4448-8a7f-07c5e83ab162,NCBT 0085,IR,ir,IGI-ir,,e22c6b6f-18cc-4448-8a7f-07c5e83ab162.png
aa1bb49a-ec21-483f-b244-3a13a414911a,NCBT 0085,IS,iṣ,iṣ- ṣur,,aa1bb49a-ec21-483f-b244-3a13a414911a.png
10582e66-a6a0-4d30-b362-2caffe0bb4e8,YOS 19 80,HA,HA,HA.LA,,10582e66-a6a0-4d30-b362-2caffe0bb4e8.png
96553108-2cc8-4b3b-a7e6-d10163b95628,YOS 19 80,LA,LA,HA.LA,,96553108-2cc8-4b3b-a7e6-d10163b95628.png
a8383c05-76f6-424c-b266-30bbf6225985,YOS 19 80,BE,mit,i-mit-ti,,a8383c05-76f6-424c-b266-30bbf6225985.png
e7b53230-8800-43b0-92c4-640a4ba79d17,YOS 19 80,ARAD,ÌR,I.ÌR-iá,,e7b53230-8800-43b0-92c4-640a4ba79d17.png
d8c46c65-c614-43e3-b2ab-817d68967c0a,YOS 19 80,IÁ,iá,I.ÌR-iá,,d8c46c65-c614-43e3-b2ab-817d68967c0a.png
8d25948c-3c19-4af0-bc47-00cc9243abdc,YOS 19 80,KIN,kin,[L]Ú.mu-kin-ni,,8d25948c-3c19-4af0-bc47-00cc9243abdc.png
a839982b-1615-4e79-9135-a4bad2b9b57b,YOS 19 80,QA,qa,I.su-qa-a-a,,a839982b-1615-4e79-9135-a4bad2b9b57b.png
028dfc0f-63f9-4a54-ba4b-20e9fc1db8b4,YOS 19 80,SU,su,I.su-qa-a-a,,028dfc0f-63f9-4a54-ba4b-20e9fc1db8b4.png
e360479d-3400-4379-8edc-91c4fe6a217f,YOS 19 80,BÁRA,BÁRA,ITU.BÁRA,,e360479d-3400-4379-8edc-91c4fe6a217f.png
f8e5eacb-0d3d-4978-a796-4226160c0057,YOS 19 80,KAM,KAM,UD.4.KAM,,f8e5eacb-0d3d-4978-a796-4226160c0057.png
b22e3546-b58f-4031-8a60-75129371fced,YOS 19 80,MU,MU,MU.16.KAM,,b22e3546-b58f-4031-8a60-75129371fced.png
5e22a718-d850-46c5-96dc-ad500ebad58d,YOS 19 38,LI,li,ši-li-ih-tu4,,5e22a718-d850-46c5-96dc-ad500ebad58d.png
0152829b-5c64-4e1b-9fa5-f61b0f376cea,YOS 19 38,AH,ih,ši-li-ih-tu4,,0152829b-5c64-4e1b-9fa5-f61b0f376cea.png
2c3b52ff-ae2c-4fa9-a55b-dcd35041521c,YOS 19 38,TUM,tu4,ši-li-ih-tu4,,2c3b52ff-ae2c-4fa9-a55b-dcd35041521c.png
faa35cfd-1417-49f6-8440-197a145c54e6,YOS 19 38,ŠÁ,šá,ši-li-ih-tu4 šá GIŠ.BÁN,,faa35cfd-1417-49f6-8440-197a145c54e6.png
7a1447f3-9f9c-4dab-a595-ced79862e2c2,YOS 19 38,ARAD,ÌR,I.ÌR-ia,,7a1447f3-9f9c-4dab-a595-ced79862e2c2.png
2d2d5492-304e-4c9a-b5af-0f3dece36f15,YOS 19 38,IA,ia,I.ÌR-ia,,2d2d5492-304e-4c9a-b5af-0f3dece36f15.png
b24df5bb-68dd-435e-a86b-41b7b26d5cfa,YOS 19 38,,ina,ina muh-hi,,b24df5bb-68dd-435e-a86b-41b7b26d5cfa.png
6183ff54-e0ae-485a-a87b-e14233f89bf6,YOS 19 38,MUH,muh,ina muh-hi,,6183ff54-e0ae-485a-a87b-e14233f89bf6.png
7e54a9f9-dd39-418f-85b7-b5dac13cafe5,YOS 19 38,TUG,tuk,I.tuk-kul,,7e54a9f9-dd39-418f-85b7-b5dac13cafe5.png
6435c1c1-7eb8-4a97-92d6-f4632a3a0381,YOS 19 38,KUL,kul,I.tuk-kul,,6435c1c1-7eb8-4a97-92d6-f4632a3a0381.png
4f3cba60-6b76-4c4d-b222-e4a26f4bc61b,YOS 19 38,ITU,ITU,ITU.SIG4,,4f3cba60-6b76-4c4d-b222-e4a26f4bc61b.png
7ea57a34-6254-42cc-9eb9-c61eb733b101,YOS 19 38,SIG4,SIG4,ITU.SIG4,,7ea57a34-6254-42cc-9eb9-c61eb733b101.png
ea5833f3-a059-4259-b6c5-f16a6ebbfbb0,YOS 19 38,ŠE,ŠE,ŠE.BAR,,ea5833f3-a059-4259-b6c5-f16a6ebbfbb0.png
c5d59d2a-9e87-4485-96f2-65a9ef20c4ed,YOS 19 38,A',a',ŠE.BAR a',,c5d59d2a-9e87-4485-96f2-65a9ef20c4ed.png
ad65db2c-964f-45bc-88a9-16457a291dd8,YOS 19 38,GUR,GUR,I.d.U.GUR-MU,,ad65db2c-964f-45bc-88a9-16457a291dd8.png
4dc6ab4f-a985-4a95-9193-c53a06588a25,YOS 19 38,MU,MU,I.d.U.GUR-MU,,4dc6ab4f-a985-4a95-9193-c53a06588a25.png
f65cdae7-96e1-433a-b22d-34af9d528c71,YOS 19 38,GAG,DÙ,I.[d.EN.L]ÌL-DÙ-URÙ,,f65cdae7-96e1-433a-b22d-34af9d528c71.png
d9e24d14-e8b4-4562-b8ef-5e355e53eb18,YOS 19 38,ŠEŠ,URÙ,I.[d.EN.L]ÌL-DÙ-URÙ,,d9e24d14-e8b4-4562-b8ef-5e355e53eb18.png
acf66597-5413-4c11-b66f-c3166b8e5f4c,YOS 19 38,RID,UMBISAG,LÚ.UMBISAG,,acf66597-5413-4c11-b66f-c3166b8e5f4c.png
bc32fb6a-e20b-4dda-a7d9-93483d35113e,YOS 19 38,EN,EN,d+EN.LÍL-tab-ni-URÙ,ligature of AN and EN,bc32fb6a-e20b-4dda-a7d9-93483d35113e.png
14aa0c3e-6fad-48cb-894d-994249963bd9,YOS 19 38,KID,LÍL,d+EN.LÍL-tab-ni-URÙ,last vertical wedge of EN at beginning,14aa0c3e-6fad-48cb-894d-994249963bd9.png
16fed700-1398-4ce2-977f-4839eb95c0a7,YOS 19 38,TAB,tab,d+EN.LÍL-tab-ni-URÙ,,16fed700-1398-4ce2-977f-4839eb95c0a7.png
948bf56d-a9f3-4ff0-b3cc-989c459d84d0,YOS 19 38,NI,ni,d+EN.LÍL-tab-ni-URÙ,,948bf56d-a9f3-4ff0-b3cc-989c459d84d0.png
2e0646f6-aa46-429d-84f9-2ac31620c875,YOS 19 38,GI,gi,I.gi-mil-lu-d.MAŠ,2 horizontal wedges of following IŠ visible on photo,2e0646f6-aa46-429d-84f9-2ac31620c875.png
4719676f-c857-42ac-ab1e-9846cfb267dc,YOS 19 38,IŠ,mil,I.gi-mil-lu-d.MAŠ,,4719676f-c857-42ac-ab1e-9846cfb267dc.png
a098aff2-7482-4044-a081-a91968ddf17c,YOS 19 38,LU,lu,I.gi-mil-lu-d.MAŠ,,a098aff2-7482-4044-a081-a91968ddf17c.png
123373d4-4ddf-4a15-b4fd-eb237c2e6dd3,YOS 19 38,KI,KI,NIBRU.KI,,123373d4-4ddf-4a15-b4fd-eb237c2e6dd3.png
d5c4c52c-4ba9-47a6-840c-649a29e79fc9,YOS 19 38,ITU,ITU,ITU.ŠE,,d5c4c52c-4ba9-47a6-840c-649a29e79fc9.png
c51231f9-2d77-4906-b6dc-4502022184d8,YOS 19 38,ŠE,ŠE,ITU.ŠE,,c51231f9-2d77-4906-b6dc-4502022184d8.png
90d6d724-967d-4191-bc76-014943c9cf95,YOS 19 38,HE,hi,ina muh-hi,,90d6d724-967d-4191-bc76-014943c9cf95.png
1ecdf9d7-e558-45f6-9d35-b49f2954a4e2,BM 42371,MI,mi,[li]-mi-tu4,,1ecdf9d7-e558-45f6-9d35-b49f2954a4e2.png
e2ba5743-788e-46dd-b4bc-b0fff09e425d,BM 42371,TUM,tu4,[li]-mi-tu4,,e2ba5743-788e-46dd-b4bc-b0fff09e425d.png
8bf1fe28-80db-4ece-90a2-7656e2f60c09,BM 42371,MEŠ,MEŠ,A.ŠÀ.MEŠ,,8bf1fe28-80db-4ece-90a2-7656e2f60c09.png
c46e1f7b-c96f-4a75-90ef-f06a54a3fa9e,BM 26498,GI,GI,40 GI.MEŠ,,c46e1f7b-c96f-4a75-90ef-f06a54a3fa9e.png
